id,q1_1,q1_2,q1_3,op,q2_1,q2_2,q2_3
5378,9,2,4,-,3,7,4
5379,9,1,3,-,5,5,3
5380,9,3,5,-,6,9,5
5381,6,1,5,-,2,8,5
5382,9,1,5,-,5,7,5
5383,8,1,4,-,2,7,4
5384,9,1,4,-,2,6,4
5385,6,2,5,-,2,8,5
5386,9,2,5,-,2,8,5
5387,5,1,5,-,2,7,5
5388,7,3,5,-,3,9,5
5389,6,1,4,-,2,6,4
5390,5,1,4,-,2,6,4
5391,6,2,5,-,3,9,5
5392,8,1,5,-,5,7,5
5393,9,1,5,-,5,8,5
5394,8,2,4,-,3,7,4
5395,9,1,5,-,5,9,5
5396,6,2,5,-,3,8,5
5397,9,1,3,-,5,5,3
5398,7,1,3,-,2,5,3
5399,7,2,5,-,4,9,5
5400,8,1,5,-,5,7,5
5401,9,1,4,-,3,6,4
5402,5,2,4,-,2,7,4
5403,8,2,4,-,4,7,4
5404,5,2,5,-,2,8,5
5405,7,2,5,-,4,9,5
5406,6,1,4,-,3,6,4
5407,8,2,5,-,3,9,5
5408,8,2,4,-,4,7,4
5409,7,1,4,-,2,6,4
5410,9,1,3,-,2,5,3
5411,7,3,5,-,2,9,5
5412,9,2,5,-,2,9,5
5413,7,1,4,-,2,7,4
5414,7,2,4,-,2,7,4
5415,9,3,5,-,2,9,5
5416,7,1,5,-,4,8,5
5417,7,2,5,-,3,9,5
5418,8,1,4,-,4,7,4
5419,8,1,5,-,4,7,5
5420,6,1,5,-,3,8,5
5421,9,1,5,-,4,8,5
5422,7,2,4,-,2,7,4
5423,8,1,3,-,2,5,3
5424,6,2,4,-,3,7,4
5425,8,1,4,-,3,6,4
5426,8,3,5,-,2,9,5
5427,9,1,3,-,4,5,3
5428,8,2,4,-,4,7,4
5429,9,1,5,-,4,7,5
5430,7,1,5,-,4,9,5
5431,8,2,5,-,2,9,5
5432,8,1,4,-,3,7,4
5433,8,1,3,-,3,5,3
5434,9,2,4,-,3,7,4
5435,8,1,4,-,5,6,4
5436,8,1,5,-,3,7,5
5437,8,1,3,-,4,5,3
5438,9,1,3,-,6,5,3
5439,6,2,5,-,3,9,5
5440,7,1,4,-,2,7,4
5441,7,3,5,-,3,9,5
5442,7,2,5,-,3,8,5
5443,9,1,4,-,5,7,4
5444,7,2,4,-,4,7,4
5445,8,1,3,-,4,5,3
5446,6,1,5,-,3,8,5
5447,9,1,4,-,5,6,4
5448,8,1,3,-,2,5,3
5449,9,2,4,-,6,7,4
5450,6,3,5,-,3,9,5
5451,9,2,5,-,4,8,5
5452,8,1,4,-,4,6,4
5453,9,2,4,-,5,7,4
5454,9,2,4,-,4,7,4
5455,7,2,5,-,3,9,5
5456,9,1,4,-,3,6,4
5457,8,3,5,-,2,9,5
5458,8,1,3,-,3,5,3
5459,9,1,3,-,5,5,3
5460,6,1,4,-,3,7,4
5461,9,2,5,-,4,9,5
5462,8,1,5,-,4,7,5
5463,8,2,5,-,5,9,5
5464,9,2,4,-,6,7,4
5465,8,1,3,-,4,5,3
5466,9,1,5,-,5,8,5
5467,9,1,4,-,4,7,4
5468,9,2,5,-,3,8,5
5469,9,2,5,-,4,9,5
5470,9,1,5,-,4,9,5
5471,7,2,5,-,4,8,5
5472,7,3,5,-,4,9,5
5473,5,2,5,-,2,9,5
5474,5,1,5,-,2,7,5
5475,6,2,4,-,2,7,4
5476,9,1,5,-,6,8,5
5477,9,1,4,-,6,7,4
5478,9,2,5,-,2,8,5
5479,9,1,4,-,4,6,4
5480,6,1,5,-,3,9,5
5481,8,2,5,-,3,8,5
5482,8,1,5,-,5,8,5
5483,9,2,5,-,2,9,5
5484,9,1,5,-,2,9,5
5485,8,1,4,-,5,6,4
5486,7,2,4,-,4,7,4
5487,6,1,5,-,2,7,5
5488,8,1,4,-,3,7,4
5489,8,1,4,-,2,6,4
5490,8,1,4,-,5,6,4
5491,8,1,3,-,3,5,3
5492,6,1,3,-,2,5,3
5493,7,3,5,-,2,9,5
5494,7,1,4,-,2,7,4
5495,8,1,5,-,3,7,5
5496,5,2,4,-,2,7,4
5497,7,2,4,-,3,7,4
5498,7,1,4,-,2,7,4
5499,5,1,5,-,2,9,5
5500,8,1,4,-,3,6,4
5501,9,1,3,-,6,5,3
5502,8,1,4,-,4,7,4
5503,8,1,4,-,2,7,4
5504,7,2,4,-,3,7,4
5505,8,3,5,-,3,9,5
5506,9,2,5,-,4,8,5
5507,6,1,4,-,2,7,4
5508,6,2,5,-,2,9,5
5509,6,2,4,-,2,7,4
5510,7,1,5,-,2,9,5
5511,7,1,4,-,2,6,4
5512,7,1,3,-,2,5,3
5513,9,1,5,-,6,7,5
5514,6,2,4,-,2,7,4
5515,7,1,3,-,4,5,3
5516,9,2,4,-,3,7,4
5517,5,1,4,-,2,7,4
5518,8,3,5,-,5,9,5
5519,7,1,5,-,4,7,5
5520,7,1,5,-,3,8,5
5521,9,1,4,-,6,7,4
5522,6,2,5,-,3,8,5
5523,9,3,5,-,3,9,5
5524,8,1,5,-,2,8,5
5525,9,1,4,-,6,6,4
5526,5,1,5,-,2,9,5
5527,9,2,5,-,4,9,5
5528,8,1,3,-,4,5,3
5529,8,3,5,-,3,9,5
5530,8,2,5,-,5,8,5
5531,9,3,5,-,4,9,5
5532,5,1,5,-,2,7,5
5533,7,1,5,-,4,7,5
5534,6,3,5,-,3,9,5
5535,7,3,5,-,3,9,5
5536,9,1,3,-,5,5,3
5537,8,1,5,-,2,9,5
5538,6,1,3,-,3,5,3
5539,7,2,4,-,3,7,4
5540,5,1,5,-,2,7,5
5541,6,2,5,-,3,8,5
5542,6,2,5,-,2,9,5
5543,7,3,5,-,4,9,5
5544,8,1,5,-,4,8,5
5545,8,2,4,-,4,7,4
5546,8,2,4,-,3,7,4
5547,6,1,4,-,2,7,4
5548,9,3,5,-,2,9,5
5549,8,1,3,-,3,5,3
5550,5,2,4,-,2,7,4
5551,9,2,5,-,3,8,5
5552,9,2,5,-,2,9,5
5553,5,1,5,-,2,7,5
5554,9,1,5,-,2,8,5
5555,7,1,3,-,3,5,3
5556,9,1,5,-,3,7,5
5557,8,2,4,-,2,7,4
5558,5,1,5,-,2,9,5
5559,9,2,5,-,6,9,5
5560,5,1,4,-,2,6,4
5561,8,1,4,-,5,7,4
5562,9,2,4,-,3,7,4
5563,5,2,5,-,2,9,5
5564,9,1,3,-,4,5,3
5565,9,2,4,-,6,7,4
5566,9,3,5,-,3,9,5
5567,9,2,4,-,2,7,4
5568,5,2,4,-,2,7,4
5569,9,3,5,-,4,9,5
5570,5,1,5,-,2,7,5
5571,9,1,4,-,3,7,4
5572,5,1,3,-,2,5,3
5573,8,1,4,-,5,7,4
5574,9,3,5,-,6,9,5
5575,9,2,4,-,3,7,4
5576,7,1,4,-,2,7,4
5577,6,1,4,-,3,7,4
5578,7,3,5,-,3,9,5
5579,8,2,5,-,5,9,5
5580,6,1,5,-,2,7,5
5581,9,2,4,-,4,7,4
5582,8,2,4,-,5,7,4
5583,8,2,5,-,4,8,5
5584,9,1,3,-,3,5,3
5585,7,1,4,-,4,7,4
5586,9,2,5,-,6,9,5
5587,6,1,5,-,3,7,5
5588,5,1,5,-,2,8,5
5589,9,1,5,-,6,9,5
5590,9,1,4,-,6,6,4
5591,9,1,5,-,6,8,5
5592,7,2,4,-,4,7,4
5593,6,2,4,-,2,7,4
5594,8,1,5,-,2,9,5
5595,9,2,5,-,6,9,5
5596,8,3,5,-,5,9,5
5597,9,2,4,-,2,7,4
5598,8,2,5,-,5,9,5
5599,9,1,3,-,2,5,3
5600,9,1,3,-,3,5,3
5601,6,1,5,-,2,8,5
5602,7,1,4,-,4,6,4
5603,8,1,5,-,3,7,5
5604,9,1,5,-,3,7,5
5605,8,1,4,-,5,6,4
5606,8,1,5,-,5,8,5
5607,9,2,5,-,4,9,5
5608,6,1,4,-,2,6,4
5609,6,1,4,-,2,6,4
5610,9,1,5,-,2,9,5
5611,8,2,5,-,3,9,5
5612,8,2,4,-,3,7,4
5613,9,1,4,-,3,7,4
5614,5,1,4,-,2,6,4
5615,9,1,5,-,2,9,5
5616,7,2,4,-,2,7,4
5617,6,2,5,-,2,8,5
5618,9,2,4,-,6,7,4
5619,7,1,5,-,3,7,5
5620,9,2,5,-,4,8,5
5621,7,1,5,-,4,8,5
5622,8,2,5,-,5,8,5
5623,7,1,4,-,4,6,4
5624,8,2,4,-,2,7,4
5625,6,1,4,-,3,6,4
5626,9,1,4,-,4,6,4
5627,8,1,4,-,3,7,4
5628,7,1,4,-,2,7,4
5629,9,1,5,-,2,7,5
5630,8,1,3,-,4,5,3
5631,9,1,3,-,2,5,3
5632,9,1,4,-,5,7,4
5633,9,1,4,-,3,6,4
5634,9,2,4,-,5,7,4
5635,7,2,4,-,4,7,4
5636,9,2,5,-,2,8,5
5637,6,2,5,-,3,8,5
5638,7,3,5,-,4,9,5
5639,6,1,4,-,2,6,4
5640,9,3,5,-,5,9,5
5641,7,1,5,-,2,9,5
5642,8,1,4,-,3,6,4
5643,8,1,4,-,2,7,4
5644,9,2,4,-,3,7,4
5645,8,2,5,-,3,8,5
5646,9,1,5,-,6,9,5
5647,8,2,5,-,4,8,5
5648,8,1,5,-,3,8,5
5649,8,2,5,-,3,8,5
5650,9,2,5,-,5,8,5
5651,7,1,4,-,4,7,4
5652,6,1,5,-,2,9,5
5653,9,1,3,-,5,5,3
5654,9,1,3,-,6,5,3
5655,8,2,5,-,3,9,5
5656,7,2,4,-,3,7,4
5657,5,1,5,-,2,7,5
5658,9,1,5,-,5,9,5
5659,9,2,4,-,3,7,4
5660,8,2,4,-,5,7,4
5661,6,1,4,-,2,7,4
5662,9,3,5,-,6,9,5
5663,9,1,4,-,6,7,4
5664,7,3,5,-,3,9,5
5665,8,1,4,-,4,7,4
5666,6,2,5,-,2,8,5
5667,9,1,5,-,2,7,5
5668,9,2,4,-,5,7,4
5669,8,3,5,-,4,9,5
5670,9,1,4,-,6,7,4
5671,7,1,5,-,3,9,5
5672,8,3,5,-,4,9,5
5673,5,2,4,-,2,7,4
5674,9,2,5,-,4,9,5
5675,7,2,4,-,2,7,4
5676,9,1,4,-,2,7,4
5677,6,2,5,-,3,9,5
5678,8,1,5,-,4,9,5
5679,9,2,5,-,6,8,5
5680,7,2,5,-,3,9,5
5681,7,1,3,-,2,5,3
5682,9,1,4,-,6,7,4
5683,6,1,4,-,3,7,4
5684,9,3,5,-,4,9,5
5685,6,1,5,-,3,8,5
5686,9,1,3,-,2,5,3
5687,6,1,4,-,3,6,4
5688,9,2,4,-,3,7,4
5689,9,1,4,-,5,6,4
5690,8,3,5,-,3,9,5
5691,9,1,5,-,3,9,5
5692,9,1,3,-,3,5,3
5693,5,1,5,-,2,8,5
5694,8,1,5,-,4,8,5
5695,8,1,4,-,5,7,4
5696,9,2,5,-,3,9,5
5697,7,2,4,-,2,7,4
5698,8,1,5,-,2,8,5
5699,7,1,5,-,2,9,5
5700,8,1,4,-,5,7,4
5701,6,3,5,-,3,9,5
5702,7,2,4,-,4,7,4
5703,8,1,5,-,5,7,5
5704,5,1,5,-,2,9,5
5705,7,2,5,-,3,8,5
5706,5,1,4,-,2,6,4
5707,9,1,5,-,2,8,5
5708,9,2,4,-,3,7,4
5709,7,2,5,-,3,8,5
5710,9,1,5,-,6,7,5
5711,6,2,5,-,3,9,5
5712,8,3,5,-,3,9,5
5713,7,2,5,-,2,8,5
5714,6,2,5,-,2,8,5
5715,6,2,5,-,3,8,5
5716,9,3,5,-,2,9,5
5717,9,3,5,-,3,9,5
5718,9,3,5,-,2,9,5
5719,6,1,5,-,2,8,5
5720,6,1,5,-,2,7,5
5721,9,1,4,-,6,7,4
5722,9,3,5,-,2,9,5
5723,8,2,5,-,5,9,5
5724,9,1,4,-,5,6,4
5725,5,2,5,-,2,9,5
5726,7,1,3,-,2,5,3
5727,8,2,4,-,4,7,4
5728,6,1,3,-,3,5,3
5729,6,2,5,-,3,9,5
5730,8,1,5,-,5,9,5
5731,9,1,5,-,2,7,5
5732,7,2,4,-,3,7,4
5733,6,1,4,-,2,6,4
5734,6,2,4,-,3,7,4
5735,8,1,4,-,3,7,4
5736,9,1,5,-,5,8,5
5737,8,1,4,-,2,6,4
5738,8,3,7,-,2,2,7
5739,6,2,3,-,3,1,3
5740,5,10,11,-,4,6,11
5741,4,3,5,-,2,2,5
5742,8,2,7,-,3,1,7
5743,8,5,7,-,2,3,7
5744,4,4,5,-,2,1,5
5745,8,4,11,-,3,3,11
5746,8,2,3,-,3,1,3
5747,7,2,3,-,2,1,3
5748,8,6,7,-,3,1,7
5749,5,7,11,-,1,4,11
5750,6,3,5,-,1,1,5
5751,8,4,7,-,2,3,7
5752,7,6,7,-,4,3,7
5753,8,2,7,-,5,1,7
5754,6,6,7,-,5,4,7
5755,9,2,3,-,5,1,3
5756,6,5,7,-,2,1,7
5757,9,2,3,-,2,1,3
5758,5,5,11,-,2,1,11
5759,8,2,3,-,7,1,3
5760,5,7,11,-,3,1,11
5761,6,4,5,-,5,3,5
5762,6,6,11,-,1,3,11
5763,5,2,3,-,3,1,3
5764,8,6,11,-,6,3,11
5765,7,2,5,-,1,1,5
5766,6,2,3,-,5,1,3
5767,4,4,7,-,1,2,7
5768,4,3,7,-,3,1,7
5769,6,2,3,-,2,1,3
5770,6,8,11,-,1,3,11
5771,5,3,7,-,4,2,7
5772,6,4,7,-,3,1,7
5773,9,6,7,-,3,1,7
5774,8,2,3,-,1,1,3
5775,6,4,5,-,2,2,5
5776,5,2,5,-,3,1,5
5777,5,8,11,-,3,6,11
5778,4,9,11,-,2,3,11
5779,3,4,7,-,1,2,7
5780,3,3,5,-,2,1,5
5781,3,5,7,-,2,3,7
5782,5,3,5,-,2,2,5
5783,7,3,7,-,2,2,7
5784,5,2,3,-,1,1,3
5785,9,6,7,-,2,1,7
5786,7,2,3,-,4,1,3
5787,7,2,3,-,3,1,3
5788,3,2,3,-,2,1,3
5789,4,3,5,-,3,1,5
5790,6,2,5,-,1,1,5
5791,3,3,7,-,1,1,7
5792,7,3,7,-,6,2,7
5793,5,2,3,-,4,1,3
5794,7,4,5,-,5,1,5
5795,8,3,5,-,4,1,5
5796,3,3,11,-,2,2,11
5797,5,3,5,-,1,2,5
5798,9,2,3,-,1,1,3
5799,8,10,11,-,5,5,11
5800,4,2,3,-,1,1,3
5801,3,6,11,-,2,1,11
5802,7,3,5,-,4,2,5
5803,7,2,5,-,3,1,5
5804,5,2,5,-,3,1,5
5805,6,6,11,-,4,5,11
5806,9,4,7,-,1,1,7
5807,7,3,7,-,1,1,7
5808,7,5,11,-,3,1,11
5809,6,3,5,-,3,2,5
5810,9,6,7,-,7,4,7
5811,3,4,5,-,1,2,5
5812,5,2,5,-,1,1,5
5813,8,2,7,-,7,1,7
5814,8,5,7,-,2,3,7
5815,8,3,11,-,2,2,11
5816,7,2,3,-,5,1,3
5817,9,2,5,-,7,1,5
5818,8,5,7,-,4,3,7
5819,3,5,7,-,1,1,7
5820,8,4,5,-,3,1,5
5821,9,9,11,-,1,2,11
5822,7,3,5,-,3,1,5
5823,6,4,11,-,1,1,11
5824,3,4,5,-,1,1,5
5825,8,5,7,-,4,1,7
5826,3,2,11,-,1,1,11
5827,8,3,11,-,1,2,11
5828,4,7,11,-,3,5,11
5829,9,2,7,-,6,1,7
5830,8,2,3,-,4,1,3
5831,5,2,5,-,4,1,5
5832,7,2,3,-,1,1,3
5833,4,6,7,-,1,4,7
5834,9,2,5,-,1,1,5
5835,6,2,5,-,1,1,5
5836,9,2,3,-,6,1,3
5837,9,8,11,-,3,3,11
5838,8,8,11,-,4,2,11
5839,4,2,3,-,3,1,3
5840,7,7,11,-,1,6,11
5841,6,2,7,-,5,1,7
5842,6,3,7,-,4,1,7
5843,3,6,7,-,1,5,7
5844,8,4,5,-,2,3,5
5845,6,4,7,-,1,2,7
5846,9,3,7,-,3,1,7
5847,8,6,7,-,2,1,7
5848,7,8,11,-,3,3,11
5849,8,3,5,-,1,2,5
5850,3,2,3,-,1,1,3
5851,3,8,11,-,1,6,11
5852,7,10,11,-,2,9,11
5853,3,5,7,-,1,1,7
5854,8,5,7,-,4,4,7
5855,5,2,7,-,4,1,7
5856,5,8,11,-,2,2,11
5857,7,2,7,-,2,1,7
5858,4,2,3,-,2,1,3
5859,5,2,3,-,2,1,3
5860,9,7,11,-,2,3,11
5861,7,7,11,-,2,3,11
5862,8,8,11,-,1,1,11
5863,3,4,7,-,2,1,7
5864,3,3,7,-,2,1,7
5865,9,4,5,-,6,3,5
5866,8,9,11,-,2,2,11
5867,3,6,7,-,2,4,7
5868,4,3,5,-,3,1,5
5869,6,8,11,-,4,1,11
5870,7,3,11,-,4,2,11
5871,7,4,7,-,6,3,7
5872,9,2,7,-,5,1,7
5873,9,4,5,-,1,3,5
5874,3,4,5,-,2,2,5
5875,9,4,5,-,5,3,5
5876,6,7,11,-,2,3,11
5877,4,2,11,-,1,1,11
5878,9,2,11,-,5,1,11
5879,7,3,7,-,2,1,7
5880,8,4,5,-,2,3,5
5881,9,3,5,-,2,1,5
5882,4,3,5,-,1,2,5
5883,7,4,11,-,5,1,11
5884,3,4,5,-,1,3,5
5885,7,8,11,-,4,3,11
5886,4,3,11,-,1,2,11
5887,6,2,3,-,1,1,3
5888,6,2,7,-,2,1,7
5889,8,3,5,-,6,2,5
5890,5,6,7,-,1,1,7
5891,5,2,7,-,2,1,7
5892,9,6,7,-,1,2,7
5893,6,2,5,-,2,1,5
5894,9,3,5,-,6,1,5
5895,4,6,11,-,1,2,11
5896,8,2,5,-,3,1,5
5897,9,6,11,-,7,2,11
5898,4,4,7,-,2,1,7
5899,9,3,5,-,6,2,5
5900,3,10,11,-,1,4,11
5901,4,4,7,-,3,2,7
5902,5,4,5,-,2,2,5
5903,7,10,11,-,6,7,11
5904,3,3,11,-,1,2,11
5905,7,2,3,-,6,1,3
5906,8,2,3,-,6,1,3
5907,6,6,11,-,5,2,11
5908,9,4,7,-,1,1,7
5909,5,5,7,-,1,2,7
5910,9,7,11,-,4,1,11
5911,6,3,7,-,3,2,7
5912,9,6,11,-,8,5,11
5913,5,2,5,-,1,1,5
5914,8,3,5,-,2,2,5
5915,9,4,7,-,7,2,7
5916,9,3,5,-,8,1,5
5917,9,6,11,-,8,2,11
5918,7,5,7,-,5,4,7
5919,6,2,5,-,4,1,5
5920,4,7,11,-,2,5,11
5921,8,2,5,-,3,1,5
5922,9,5,7,-,4,1,7
5923,6,4,5,-,1,2,5
5924,4,2,7,-,3,1,7
5925,7,3,5,-,2,1,5
5926,5,3,5,-,4,2,5
5927,9,6,7,-,1,3,7
5928,4,10,11,-,3,8,11
5929,8,10,11,-,1,4,11
5930,6,7,11,-,3,2,11
5931,3,10,11,-,1,9,11
5932,7,4,11,-,1,1,11
5933,4,4,5,-,1,2,5
5934,5,3,11,-,1,1,11
5935,9,7,11,-,2,5,11
5936,3,2,7,-,2,1,7
5937,9,2,5,-,2,1,5
5938,7,2,5,-,4,1,5
5939,9,10,11,-,1,9,11
5940,3,5,7,-,1,2,7
5941,4,7,11,-,2,1,11
5942,8,4,5,-,7,3,5
5943,7,6,7,-,5,5,7
5944,3,6,7,-,2,2,7
5945,4,3,11,-,2,1,11
5946,8,4,11,-,6,2,11
5947,8,8,11,-,4,7,11
5948,6,5,7,-,1,2,7
5949,5,4,11,-,4,3,11
5950,6,6,7,-,1,2,7
5951,5,3,5,-,3,2,5
5952,9,3,5,-,8,2,5
5953,8,2,11,-,7,1,11
5954,9,2,7,-,8,1,7
5955,8,6,11,-,1,3,11
5956,9,4,11,-,7,1,11
5957,9,3,11,-,2,1,11
5958,9,2,3,-,7,1,3
5959,5,3,5,-,2,2,5
5960,4,2,5,-,3,1,5
5961,7,3,7,-,2,2,7
5962,8,6,7,-,5,4,7
5963,7,3,7,-,6,1,7
5964,5,4,7,-,3,3,7
5965,3,10,11,-,2,3,11
5966,6,9,11,-,3,7,11
5967,4,6,11,-,3,1,11
5968,5,4,5,-,4,2,5
5969,7,2,5,-,6,1,5
5970,8,4,7,-,6,2,7
5971,7,10,11,-,1,4,11
5972,8,3,5,-,5,1,5
5973,5,2,7,-,3,1,7
5974,6,4,7,-,3,2,7
5975,3,10,11,-,1,2,11
5976,4,2,7,-,1,1,7
5977,9,3,5,-,1,1,5
5978,6,4,5,-,2,1,5
5979,9,6,7,-,2,3,7
5980,8,2,5,-,4,1,5
5981,4,4,5,-,3,3,5
5982,6,5,7,-,3,4,7
5983,9,3,11,-,8,1,11
5984,5,3,11,-,1,1,11
5985,7,4,11,-,5,3,11
5986,8,7,11,-,4,3,11
5987,3,6,7,-,2,4,7
5988,6,3,11,-,2,1,11
5989,9,3,5,-,8,1,5
5990,3,3,5,-,1,2,5
5991,6,7,11,-,2,2,11
5992,9,5,7,-,6,3,7
5993,4,3,5,-,1,2,5
5994,7,5,7,-,6,4,7
5995,4,5,11,-,2,3,11
5996,7,2,7,-,5,1,7
5997,9,2,3,-,4,1,3
5998,5,5,11,-,3,1,11
5999,9,6,11,-,2,2,11
6000,7,4,5,-,3,1,5
6001,8,3,5,-,4,2,5
6002,5,5,7,-,4,1,7
6003,7,6,7,-,5,5,7
6004,3,4,5,-,2,1,5
6005,6,4,11,-,2,1,11
6006,8,6,11,-,5,4,11
6007,5,2,7,-,3,1,7
6008,6,2,5,-,3,1,5
6009,4,5,7,-,2,3,7
6010,8,2,3,-,5,1,3
6011,9,2,7,-,2,1,7
6012,3,2,11,-,2,1,11
6013,8,2,7,-,3,1,7
6014,9,4,5,-,7,3,5
6015,7,6,7,-,4,5,7
6016,8,2,11,-,5,1,11
6017,7,4,5,-,4,1,5
6018,4,3,5,-,1,2,5
6019,4,3,5,-,3,2,5
6020,4,2,11,-,3,1,11
6021,4,10,11,-,2,1,11
6022,7,5,7,-,1,3,7
6023,5,3,7,-,3,2,7
6024,6,9,11,-,1,7,11
6025,4,4,5,-,1,3,5
6026,7,5,7,-,5,4,7
6027,8,4,7,-,6,1,7
6028,6,4,7,-,4,2,7
6029,8,4,11,-,5,3,11
6030,4,4,5,-,1,1,5
6031,8,5,11,-,5,4,11
6032,6,8,11,-,4,5,11
6033,5,8,11,-,3,2,11
6034,7,3,11,-,1,1,11
6035,7,4,5,-,2,3,5
6036,9,5,7,-,4,1,7
6037,7,2,5,-,3,1,5
6038,4,5,7,-,1,3,7
6039,6,2,7,-,4,1,7
6040,3,4,11,-,1,3,11
6041,4,5,7,-,2,2,7
6042,3,6,7,-,2,2,7
6043,7,4,5,-,6,1,5
6044,6,5,11,-,4,4,11
6045,7,9,11,-,5,7,11
6046,9,2,5,-,6,1,5
6047,5,2,5,-,3,1,5
6048,4,6,7,-,1,4,7
6049,5,3,7,-,2,1,7
6050,3,4,5,-,2,1,5
6051,8,4,5,-,4,2,5
6052,3,2,5,-,2,1,5
6053,9,2,5,-,3,1,5
6054,8,4,5,-,4,1,5
6055,5,4,7,-,1,1,7
6056,6,3,5,-,4,1,5
6057,7,4,5,-,4,1,5
6058,6,4,7,-,2,1,7
6059,6,7,11,-,4,1,11
6060,9,3,11,-,1,2,11
6061,5,5,11,-,1,2,11
6062,3,4,7,-,2,3,7
6063,6,4,5,-,5,2,5
6064,8,3,7,-,7,1,7
6065,9,5,11,-,6,1,11
6066,5,4,11,-,1,2,11
6067,8,2,3,-,2,1,3
6068,8,5,7,-,3,4,7
6069,3,2,7,-,2,1,7
6070,4,10,11,-,2,2,11
6071,3,3,11,-,1,2,11
6072,6,10,11,-,1,8,11
6073,4,2,5,-,2,1,5
6074,6,5,7,-,3,1,7
6075,8,2,11,-,2,1,11
6076,5,4,11,-,4,3,11
6077,4,6,11,-,1,4,11
6078,9,8,11,-,1,7,11
6079,9,3,5,-,3,1,5
6080,9,6,11,-,2,4,11
6081,8,3,5,-,4,1,5
6082,3,2,5,-,1,1,5
6083,3,2,5,-,2,1,5
6084,9,6,7,-,7,1,7
6085,9,2,3,-,3,1,3
6086,7,3,7,-,1,2,7
6087,3,8,11,-,2,5,11
6088,6,3,5,-,5,1,5
6089,6,2,7,-,5,1,7
6090,8,6,7,-,2,3,7
6091,3,5,11,-,2,2,11
6092,7,5,7,-,6,3,7
6093,6,2,3,-,4,1,3
6094,6,2,5,-,3,1,5
6095,3,3,5,-,1,1,5
6096,9,6,7,-,1,4,7
6097,3,4,11,-,2,1,11
6098,7,9,11,-,3,8,11
6099,7,4,7,-,1,3,7
6100,4,6,7,-,1,1,7
6101,9,5,7,-,2,1,7
6102,6,5,11,-,3,3,11
6103,5,5,7,-,3,4,7
6104,3,3,5,-,2,2,5
6105,6,6,11,-,5,5,11
6106,3,9,11,-,2,7,11
6107,6,10,11,-,5,3,11
6108,3,7,11,-,2,3,11
6109,4,3,5,-,2,1,5
6110,7,10,11,-,4,2,11
6111,9,6,7,-,6,2,7
6112,4,2,7,-,3,1,7
6113,3,2,5,-,2,1,5
6114,6,3,5,-,5,2,5
6115,4,4,7,-,1,2,7
6116,7,8,11,-,2,1,11
6117,7,10,11,-,4,7,11
6118,3,2,11,-,1,1,11
6119,9,2,7,-,6,1,7
6120,9,6,7,-,4,1,7
6121,9,2,5,-,3,1,5
6122,5,6,11,-,1,3,11
6123,4,2,7,-,1,1,7
6124,8,5,7,-,3,2,7
6125,4,4,7,-,3,2,7
6126,3,3,7,-,2,2,7
6127,8,2,5,-,7,1,5
6128,6,4,7,-,1,3,7
6129,3,6,7,-,1,3,7
6130,8,4,5,-,5,1,5
6131,5,3,5,-,4,1,5
6132,3,2,11,-,1,1,11
6133,7,8,11,-,2,1,11
6134,4,3,5,-,3,1,5
6135,6,3,7,-,3,1,7
6136,9,2,11,-,3,1,11
6137,5,2,7,-,3,1,7
6138,4,8,11,-,3,7,11
6139,7,5,11,-,4,1,11
6140,6,5,7,-,3,4,7
6141,8,7,11,-,7,2,11
6142,7,4,7,-,1,1,7
6143,7,3,5,-,5,1,5
6144,8,5,11,-,3,2,11
6145,7,5,7,-,2,4,7
6146,4,3,7,-,3,2,7
6147,9,4,5,-,1,3,5
6148,7,5,11,-,4,2,11
6149,9,7,11,-,5,6,11
6150,5,4,5,-,4,1,5
6151,8,2,7,-,1,1,7
6152,9,3,5,-,3,1,5
6153,9,5,7,-,8,1,7
6154,6,8,11,-,1,7,11
6155,6,10,11,-,4,4,11
6156,6,6,11,-,2,3,11
6157,7,2,5,-,3,1,5
6158,9,2,11,-,7,1,11
6159,6,3,11,-,4,1,11
6160,3,3,5,-,1,1,5
6161,6,5,11,-,3,4,11
6162,6,7,11,-,5,3,11
6163,7,10,11,-,1,1,11
6164,3,6,7,-,2,1,7
6165,3,4,5,-,1,2,5
6166,8,10,11,-,1,7,11
6167,5,3,11,-,3,1,11
6168,5,9,11,-,1,8,11
6169,9,6,7,-,5,1,7
6170,9,2,7,-,7,1,7
6171,4,4,11,-,1,2,11
6172,6,5,11,-,3,3,11
6173,3,7,11,-,1,1,11
6174,5,4,7,-,4,2,7
6175,9,5,7,-,6,2,7
6176,3,5,11,-,2,1,11
6177,7,4,5,-,5,2,5
6178,7,8,11,-,5,3,11
6179,7,2,5,-,5,1,5
6180,3,3,5,-,2,2,5
6181,8,2,7,-,1,1,7
6182,3,10,11,-,1,2,11
6183,3,9,11,-,1,7,11
6184,3,2,11,-,1,1,11
6185,7,3,7,-,5,1,7
6186,4,4,7,-,3,2,7
6187,4,6,7,-,2,4,7
6188,5,3,5,-,4,1,5
6189,3,8,11,-,2,3,11
6190,5,3,11,-,1,2,11
6191,9,5,11,-,5,4,11
6192,8,2,7,-,4,1,7
6193,6,4,11,-,5,3,11
6194,5,4,5,-,1,3,5
6195,7,3,7,-,4,1,7
6196,4,8,11,-,3,1,11
6197,4,3,7,-,2,2,7
6198,8,3,5,-,7,1,5
